# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     186.89
2                      83.67
4                      77.83
8                      76.06
16                     77.37
32                     77.47
64                     77.76
128                    89.30
256                    99.86
512                   101.61
1024                  100.94
2048                  130.15
4096                  185.55
8192                  297.55
16384                 539.68
32768                 996.57
65536                3373.47
131072               8581.50
262144              19234.00
524288              39889.53
1048576             83663.61
