# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    2071.38
2                    2229.51
4                    2241.28
8                    2467.69
16                   2390.34
32                   1462.63
64                   1403.60
128                  1429.13
256                  1436.48
512                    53.65
1024                   53.96
2048                   54.39
4096                   55.62
8192                   68.18
16384                  93.13
32768                 144.37
65536                 281.63
131072                593.71
262144               1153.35
524288               2339.08
1048576              4844.91
