# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      59.05
2                      57.17
4                      57.42
8                      58.07
16                     58.33
32                     58.86
64                     60.03
128                    62.13
256                    68.99
512                    73.15
1024                   77.01
2048                   91.95
4096                  118.43
8192                  193.57
16384                 239.78
32768                 406.47
65536                 744.06
131072               1390.31
262144               2571.44
524288               5056.60
1048576             10346.95
