# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     134.69
8                      68.16
16                     93.63
32                     93.30
64                     90.95
128                    93.74
256                    93.27
512                    94.43
1024                   95.14
2048                   97.24
4096                  135.85
8192                  111.38
16384                 138.99
32768                 164.93
65536                 217.73
131072                344.98
262144                611.36
524288               1129.30
1048576              2177.29
