# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      48.56
8                      50.32
16                     50.28
32                     65.39
64                     63.47
128                    68.10
256                    68.21
512                    70.22
1024                   73.56
2048                   75.83
4096                   81.10
8192                  111.17
16384                 118.43
32768                 197.06
65536                 202.81
131072                332.56
262144                842.54
524288               1160.94
1048576              2128.80
