# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    2814.19
2                    2669.61
4                    2680.82
8                    2685.39
16                   2676.89
32                   2689.87
64                   2735.73
128                  2740.68
256                  2774.39
512                  2859.48
1024                  171.16
2048                  180.79
4096                  193.10
8192                  219.62
16384                 231.89
32768                 314.61
65536                 509.10
131072                902.94
262144               2653.07
524288               4422.39
1048576              8749.54
