# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    4250.96
2                    4139.21
4                    4143.18
8                    4212.48
16                   3133.28
32                   2989.43
64                   3006.21
128                  2993.29
256                  2720.03
512                  2764.52
1024                   93.60
2048                   98.52
4096                   95.06
8192                  114.09
16384                 166.29
32768                 276.16
65536                 536.26
131072               1093.53
262144               2375.34
524288               4292.22
1048576              8355.41
