# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     151.14
2                      85.50
4                      83.76
8                      84.02
16                     84.75
32                     85.23
64                     95.85
128                   105.32
256                   108.91
512                   108.72
1024                  141.68
2048                  194.80
4096                  305.42
8192                  529.62
16384                 982.52
32768                3333.93
65536                8480.57
131072              18458.83
262144              39289.14
524288              83344.95
1048576            170918.85
