# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      48.87
8                      50.28
16                     50.39
32                     65.77
64                     64.19
128                    69.12
256                    69.26
512                    70.60
1024                   73.42
2048                   76.90
4096                   82.21
8192                  118.55
16384                 120.54
32768                 143.66
65536                 203.90
131072                481.25
262144                660.81
524288               1160.52
1048576              2086.90
