# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      77.84
2                      77.61
4                      78.00
8                      79.04
16                     79.72
32                     80.54
64                     95.81
128                   104.20
256                   104.02
512                   113.78
1024                  121.73
2048                  129.40
4096                  146.93
8192                  185.58
16384                 279.31
32768                 450.72
65536                 795.06
131072               1465.53
262144               3488.23
524288               6923.65
1048576             13274.18
