# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     696.92
8                      84.58
16                     83.69
32                    105.04
64                    103.41
128                   117.11
256                   106.34
512                   109.36
1024                  111.47
2048                  124.45
4096                  141.60
8192                  133.94
16384                 160.22
32768                 189.20
65536                 251.11
131072                401.05
262144                717.54
524288               1334.61
1048576              2573.71
