# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    2778.08
2                    2631.66
4                    2657.08
8                    2681.48
16                   2688.65
32                   2699.47
64                   2715.76
128                  2731.56
256                  2769.03
512                  2800.14
1024                  169.01
2048                  177.90
4096                  188.93
8192                  213.66
16384                 214.28
32768                 297.95
65536                 505.08
131072                930.35
262144               2571.09
524288               4175.21
1048576              8215.80
