# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    4273.40
2                    4235.41
4                    4241.90
8                    4398.06
16                   3010.47
32                   2800.29
64                   2839.12
128                  2818.23
256                  2752.81
512                  2770.44
1024                   93.85
2048                   99.29
4096                   95.45
8192                  114.54
16384                 166.35
32768                 276.18
65536                 533.57
131072               1099.31
262144               2470.33
524288               4319.81
1048576              8374.60
