# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      42.60
2                      41.17
4                      39.52
8                      44.56
16                     60.42
32                     61.78
64                     63.20
128                    63.78
256                    67.09
512                    78.06
1024                  103.32
2048                  137.23
4096                  206.53
8192                  343.23
16384                 981.91
32768                1229.56
65536                1657.84
131072               2540.28
262144               5041.93
524288               9849.77
1048576             19105.63
