# OSU NCCL-CUDA Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      32.48
2                      32.22
4                      32.04
8                      31.78
16                     31.88
32                     31.97
64                     32.18
128                    33.34
256                    33.64
512                    34.37
1024                   34.58
2048                   35.40
4096                   36.97
8192                   45.54
16384                  51.46
32768                  64.92
65536                  65.16
131072                 77.30
262144                111.01
524288                181.81
1048576               332.32
