# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      16.96
8                      16.54
16                     16.76
32                     16.33
64                     16.29
128                    17.53
256                    20.30
512                    35.11
1024                   56.84
2048                   61.98
4096                  105.24
8192                  110.28
16384                 116.41
32768                 126.17
65536                 132.62
131072                159.77
262144                230.58
524288                383.49
1048576               779.42
