# OSU MPI-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      63.74
2                      63.44
4                      63.36
8                      63.09
16                     63.16
32                     63.57
64                     63.27
128                    63.52
256                    63.60
512                    63.85
1024                   60.20
2048                   59.65
4096                   60.10
8192                   60.37
16384                  60.73
32768                  61.56
65536                  63.06
131072                 64.52
262144                 68.26
524288                 74.71
1048576                86.95
