# OSU NCCL-CUDA Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                     150.77
2                     150.33
4                     148.88
8                     148.69
16                    148.31
32                    147.50
64                    148.63
128                   151.06
256                   155.26
512                   162.63
1024                  176.19
2048                  184.10
4096                  214.21
8192                  400.30
16384                 529.04
32768                 481.62
65536                 688.15
131072                817.65
262144                853.75
524288               4168.59
1048576              2903.30
