# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      29.76
2                      29.51
4                      29.21
8                      28.98
16                     29.04
32                     29.81
64                     30.75
128                    31.10
256                    54.69
512                    55.45
1024                   63.18
2048                   63.22
4096                   64.07
8192                   65.83
16384                  66.86
32768                  66.62
65536                  66.69
131072                 77.17
262144                101.49
524288                313.94
1048576               612.10
