# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      98.44
2                      97.49
4                      97.57
8                      98.13
16                     99.87
32                    100.81
64                    129.74
128                   127.96
256                   131.71
512                   136.08
1024                  107.61
2048                  107.78
4096                  108.90
8192                  115.37
16384                 121.68
32768                 114.15
65536                 129.53
131072                238.26
262144                514.62
524288               1414.64
1048576              2652.07
