# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.11
2                      37.27
4                      39.60
8                      45.42
16                     60.36
32                     61.98
64                     63.41
128                    64.00
256                    68.30
512                    78.61
1024                  103.56
2048                  137.44
4096                  206.45
8192                  344.40
16384                 995.51
32768                1198.95
65536                1589.83
131072               2551.76
262144               5161.08
524288               9813.43
1048576             19002.19
