# OSU NCCL-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     187.50
2                     185.10
4                     184.59
8                     184.71
16                    184.45
32                    184.39
64                    183.63
128                   183.90
256                   173.79
512                   173.58
1024                  176.39
2048                  179.20
4096                  184.87
8192                  183.86
16384                 199.26
32768                 272.40
65536                 453.77
131072                742.61
262144               2107.47
524288               4708.32
1048576              6443.93
