# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     202.97
2                     201.34
4                     201.34
8                     203.22
16                    203.86
32                    223.64
64                    232.70
128                   236.78
256                   241.67
512                   249.32
1024                  152.83
2048                  154.98
4096                  163.03
8192                  182.61
16384                 200.58
32768                 178.51
65536                 236.23
131072                481.50
262144               1051.00
524288               2741.11
1048576              5019.49
