# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      52.83
2                      51.77
4                      51.76
8                      51.69
16                     52.43
32                     53.41
64                     53.89
128                    78.36
256                    80.00
512                    81.68
1024                   79.34
2048                   80.09
4096                   80.09
8192                   83.34
16384                  86.72
32768                  83.17
65536                  83.89
131072                114.43
262144                234.01
524288                680.12
1048576              1317.35
