# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      12.48
8                      12.85
16                     12.49
32                     12.39
64                     12.36
128                    13.36
256                    15.21
512                    29.47
1024                   50.32
2048                   56.11
4096                   97.09
8192                  101.78
16384                 109.19
32768                 119.55
65536                 119.94
131072                144.06
262144                214.04
524288                340.87
1048576               722.20
