# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.26
2                      21.13
4                      20.95
8                      20.98
16                     20.83
32                     21.48
64                     22.53
128                    22.71
256                    22.79
512                    31.21
1024                   50.70
2048                   51.83
4096                   53.81
8192                   59.28
16384                  64.48
32768                  74.78
65536                  96.93
131072                148.08
262144                241.14
524288                442.15
1048576               884.58
