# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      52.09
2                      51.58
4                      51.53
8                      51.52
16                     52.26
32                     53.40
64                     53.66
128                    78.25
256                    78.62
512                    81.25
1024                   79.15
2048                   79.66
4096                   79.94
8192                   83.49
16384                  86.51
32768                  82.79
65536                  83.55
131072                116.06
262144                234.01
524288                670.74
1048576              1341.54
