# OSU NCCL-CUDA Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                      44.83
8                      44.42
16                     44.23
32                     44.21
64                     48.68
128                    49.69
256                    49.99
512                    51.36
1024                   52.98
2048                   55.02
4096                   59.36
8192                   65.93
16384                  76.27
32768                 141.44
65536                 207.13
131072                109.62
262144                132.88
524288                247.90
1048576               466.79
