# OSU NCCL-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                      58.15
2                      52.62
4                      52.41
8                      52.43
16                     51.58
32                     52.87
64                     53.20
128                    51.97
256                    50.49
512                    50.45
1024                   50.32
2048                   51.35
4096                   51.30
8192                   52.34
16384                  54.36
32768                  68.23
65536                  90.98
131072                139.97
262144                234.61
524288                416.57
1048576               782.54
