# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      27.78
8                      27.45
16                     27.40
32                     42.56
64                     42.73
128                    44.62
256                    46.58
512                    48.31
1024                   50.67
2048                  114.39
4096                  109.89
8192                  112.13
16384                 128.50
32768                 180.03
65536                 252.53
131072                388.60
262144                782.27
524288               1672.99
1048576              2699.41
