# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.03
2                       9.00
4                       9.13
8                       8.97
16                      8.99
32                      8.94
64                      9.11
128                     9.32
256                    65.93
512                    66.77
1024                   69.26
2048                   62.74
4096                   96.91
8192                  100.32
16384                 100.85
32768                 101.85
65536                 104.99
131072                108.51
262144                112.88
524288                143.03
1048576               217.53
