# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     124.68
2                     125.55
4                     127.53
8                     128.21
16                    187.54
32                    217.51
64                    195.77
128                   204.38
256                   224.69
512                   252.77
1024                  298.29
2048                  385.47
4096                  370.60
8192                 2383.19
16384                2415.16
32768                2497.86
65536                2507.11
131072               2559.40
262144              10608.46
524288              14348.61
1048576             22317.28
