# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      74.35
2                      75.07
4                      76.94
8                      78.00
16                    119.69
32                    205.06
64                    207.78
128                   216.54
256                   232.50
512                   265.55
1024                  310.93
2048                  403.15
4096                  191.27
8192                  223.68
16384                 324.84
32768                 572.63
65536                3949.45
131072               4988.24
262144              72629.86
524288               8637.01
1048576             16909.21
