# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      11.58
8                      11.63
16                     11.63
32                     11.72
64                     11.82
128                    12.40
256                    14.90
512                    15.11
1024                   15.48
2048                   72.84
4096                   73.90
8192                  101.71
16384                  82.07
32768                  91.23
65536                 186.57
131072                195.04
262144                375.90
524288                643.65
1048576              1082.67
