# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     822.90
8                     733.09
16                    732.14
32                    732.00
64                    731.42
128                   759.17
256                   783.59
512                   155.93
1024                  158.20
2048                  257.56
4096                  185.56
8192                  195.95
16384                 230.54
32768                 262.16
65536                 322.93
131072                540.35
262144                954.27
524288               1777.09
1048576              3427.00
