# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       3.33
2                       3.15
4                       2.85
8                       3.10
16                      3.36
32                      3.37
64                      3.68
128                     4.09
256                     5.45
512                     6.68
1024                    7.77
2048                    9.81
4096                   13.14
8192                   20.17
16384                  30.60
32768                  51.55
65536                 110.15
131072                212.30
262144                412.35
524288                808.14
1048576              1655.81
