# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      24.99
8                      25.76
16                     25.33
32                     25.72
64                     25.59
128                    27.79
256                    42.33
512                    43.26
1024                   46.18
2048                   50.26
4096                   54.78
8192                  159.38
16384                 241.63
32768                 271.95
65536                 292.27
131072                301.20
262144                334.00
524288                386.20
1048576               469.44
