# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                    1193.48
2                    1198.97
4                    1192.56
8                    1198.32
16                   1305.75
32                   1192.83
64                   1198.33
128                  1212.47
256                  1139.76
512                  1154.33
1024                 1180.78
2048                 1264.06
4096                 1419.22
8192                 5583.05
16384                5606.30
32768                1553.58
65536                2706.21
131072               3354.39
262144               6827.72
524288              14542.96
1048576             30986.83
