# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     142.29
2                     139.09
4                     133.98
8                     132.87
16                    132.86
32                    129.77
64                    129.64
128                   130.77
256                   123.33
512                   124.39
1024                  126.52
2048                  134.06
4096                  151.11
8192                32524.95
16384               29064.36
32768                 169.97
65536                 266.06
131072                383.82
262144                671.78
524288               1364.69
1048576              2777.76
