# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      15.92
8                      16.12
16                     15.74
32                     15.91
64                     16.13
128                    17.42
256                    27.28
512                    27.70
1024                   30.78
2048                   33.60
4096                   37.49
8192                   70.00
16384                 195.21
32768                 217.02
65536                 232.30
131072                238.58
262144                257.16
524288                292.69
1048576               371.31
