# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.41
2                       4.71
4                       4.61
8                       4.42
16                      5.40
32                      5.25
64                      5.92
128                     8.14
256                     7.73
512                     9.53
1024                   10.48
2048                   10.60
4096                   11.65
8192                   12.84
16384                  16.03
32768                  23.54
65536                  40.82
131072                 65.80
262144                120.63
524288                177.58
1048576               420.32
