# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                       2.56
8                       2.61
16                      2.47
32                      2.50
64                      2.62
128                     2.94
256                     7.19
512                     7.08
1024                    9.68
2048                   11.30
4096                   13.88
8192                   41.24
16384                 112.40
32768                 132.54
65536                 144.01
131072                147.89
262144                155.21
524288                185.54
1048576               241.22
