# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                     176.46
2                     168.68
4                     169.10
8                     169.68
16                    170.19
32                    169.93
64                    171.38
128                   173.34
256                   174.75
512                   179.84
1024                  188.38
2048                  211.26
4096                  670.28
8192                  799.34
16384                 723.52
32768                1475.19
65536              123810.64
131072               5281.99
262144               5350.26
524288               1790.87
1048576              2128.88
