# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.15
2                      21.64
4                      22.31
8                      25.05
16                     26.40
32                     27.49
64                     29.80
128                    28.82
256                    33.05
512                    44.13
1024                   69.16
2048                  100.04
4096                  149.68
8192                  241.06
16384                 608.68
32768                1009.66
65536                1272.35
131072               2366.81
262144               4518.40
524288               8991.56
1048576             16582.98
