# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                   53406.42
8                   53379.72
16                  53386.10
32                  52906.57
64                     94.31
128                    96.45
256                   100.00
512                   106.74
1024                  115.71
2048                  131.27
4096                  130.29
8192                  126.63
16384                 135.39
32768                 144.19
65536                 174.37
131072                233.90
262144                383.29
524288                435.04
1048576               531.77
