# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.00
2                       5.61
4                       5.67
8                       5.76
16                      6.98
32                      7.87
64                      7.95
128                     8.61
256                    13.90
512                    17.24
1024                   22.75
2048                   29.17
4096                   40.38
8192                   59.75
16384                  64.88
32768                  79.59
65536                 112.95
131072                177.16
262144                306.39
524288                563.89
1048576               976.27
