# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      71.58
2                      81.20
4                      82.15
8                      87.90
16                     90.88
32                    104.58
64                    113.97
128                   370.98
256                   280.36
512                  1148.77
1024                  405.94
2048                  434.44
4096                  470.61
8192                  593.39
16384                 816.92
32768                 985.52
65536                1926.81
131072               4120.61
262144               8181.94
524288              18701.14
1048576             34495.61
