# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      69.81
2                      79.75
4                      80.52
8                      85.74
16                     89.04
32                    134.02
64                    146.26
128                   130.17
256                   204.52
512                   316.85
1024                  333.57
2048                  358.36
4096                  392.04
8192                  563.07
16384                 714.39
32768                 974.66
65536                2200.67
131072               5991.20
262144               8005.81
524288              18425.16
1048576             33999.18
