# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                    1248.69
2                    1245.36
4                    1247.15
8                    1249.15
16                   1252.93
32                   1252.26
64                   1344.80
128                  1268.31
256                  5348.23
512                  1217.87
1024                 1232.87
2048                 1327.39
4096                 1420.80
8192                 4777.72
16384                4812.29
32768                1503.17
65536                2757.20
131072               3463.68
262144               7329.46
524288              15152.68
1048576             33389.95
