# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                    1359.47
2                    1240.92
4                    1247.71
8                    1248.97
16                   1250.76
32                   1253.76
64                   1249.61
128                  1253.92
256                  5451.99
512                  1205.54
1024                 1230.13
2048                 1326.78
4096                 1406.17
8192                 4769.20
16384                4779.49
32768                1528.91
65536                2838.73
131072               3427.12
262144               7291.07
524288              15218.62
1048576             33321.62
