# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     296.75
2                     290.40
4                     291.37
8                     282.25
16                    281.48
32                    281.21
64                    282.45
128                   282.99
256                   267.62
512                   268.20
1024                  270.88
2048                 1077.66
4096                  305.46
8192                21926.19
16384                8462.76
32768                 326.28
65536                 529.14
131072                808.41
262144               1621.91
524288               3341.46
1048576              7445.43

MPICH Slingshot Network Summary: 4 network timeouts

