# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      39.37
2                      40.72
4                      42.07
8                      44.23
16                     45.88
32                     44.82
64                     48.89
128                    65.02
256                    99.33
512                   137.37
1024                  204.44
2048                  330.10
4096                  574.62
8192                 1059.47
16384                2371.86
32768                4366.58
65536                5772.46
131072               9776.52
262144              18116.45
524288              34546.10
1048576             66051.82
