# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.22
2                      11.29
4                      10.84
8                      11.33
16                     13.95
32                     15.23
64                     15.64
128                    16.31
256                    20.79
512                    25.02
1024                   30.87
2048                   43.75
4096                   57.89
8192                   81.08
16384                  95.37
32768                 127.74
65536                 196.43
131072                345.39
262144                638.83
524288               1215.43
1048576              2382.85
