# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                     613.00
2                     612.37
4                     613.48
8                     615.82
16                    617.01
32                    617.68
64                    623.97
128                   630.97
256                   634.85
512                   655.99
1024                  710.92
2048                  838.76
4096                 1707.95
8192                 1586.16
16384                3167.83
32768                6563.10
65536              294955.27
131072              22445.43
262144              22637.93
524288               7209.05
1048576              8602.22
