# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.86
2                       5.91
4                       5.71
8                       5.89
16                      7.00
32                      7.58
64                      7.97
128                     8.76
256                    10.52
512                    11.71
1024                   14.13
2048                   18.82
4096                   26.57
8192                   36.49
16384                  58.55
32768                 110.87
65536                 193.83
131072                363.67
262144                703.39
524288               1403.79
1048576              2918.53
