# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      10.27
8                      10.37
16                     10.25
32                     10.43
64                     10.54
128                    11.92
256                    21.63
512                    18.96
1024                   21.68
2048                   23.79
4096                   27.74
8192                   59.87
16384                 169.66
32768                 191.32
65536                 206.77
131072                216.29
262144                314.32
524288                282.15
1048576               347.98
