# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      26.11
8                      26.39
16                     26.92
32                     26.21
64                     26.57
128                    28.74
256                    39.52
512                    45.12
1024                   47.04
2048                   50.13
4096                   54.19
8192                   66.05
16384                  89.23
32768                 107.37
65536                 138.32
131072                195.59
262144                401.69
524288               1036.49
1048576              2372.82
