# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.76
2                      15.55
4                      15.72
8                      18.76
16                     22.18
32                     22.66
64                     23.45
128                    24.70
256                    27.93
512                    31.62
1024                   43.00
2048                   58.57
4096                   81.39
8192                  129.32
16384                 227.89
32768                1238.05
65536                1402.52
131072               1485.24
262144               1842.41
524288               2475.66
1048576              3892.08
