# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      72.84
2                      81.16
4                      81.72
8                      87.72
16                     90.47
32                    104.26
64                    115.47
128                   284.89
256                   292.42
512                  1183.78
1024                  398.83
2048                  431.35
4096                  470.45
8192                  595.26
16384                 833.45
32768                1001.67
65536                1925.45
131072               4174.11
262144               8190.41
524288              18609.85
1048576             34525.73
