# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.42
2                       4.58
4                       4.62
8                       4.42
16                      5.38
32                      5.33
64                      5.85
128                     9.32
256                     7.92
512                     9.44
1024                   11.18
2048                   10.46
4096                   11.42
8192                   13.70
16384                  16.35
32768                  22.87
65536                  42.16
131072                 67.15
262144                122.22
524288                185.10
1048576               364.50
