# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                     612.27
2                     611.85
4                     612.96
8                     689.23
16                    615.81
32                    616.05
64                    621.61
128                   627.90
256                   641.21
512                   653.93
1024                  689.17
2048                  780.41
4096                 1471.31
8192                 1471.83
16384                3018.53
32768                6837.20
65536               23936.04
131072              22554.53
262144              22785.85
524288               6751.47
1048576              8194.42
