# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      58.62
2                      61.99
4                      57.45
8                      57.67
16                     57.49
32                     57.59
64                     58.13
128                    58.83
256                    59.10
512                    60.37
1024                  110.28
2048                   68.99
4096                   98.21
8192                  102.39
16384                 192.16
32768                 411.11
65536               79690.39
131072              17687.83
262144               1343.55
524288                416.43
1048576               504.09
