# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     322.54
2                     315.90
4                     295.70
8                     290.32
16                    282.99
32                    281.16
64                    282.36
128                   282.70
256                   266.91
512                   267.62
1024                  270.69
2048                  846.19
4096                  294.47
8192                20241.02
16384                7773.65
32768                 328.96
65536                 531.27
131072                816.45
262144               1629.04
524288               3375.94
1048576              7451.56
