# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.64
2                      12.61
4                      12.30
8                      12.24
16                     13.28
32                     17.03
64                     17.16
128                    20.21
256                    20.82
512                    27.61
1024                   28.76
2048                   29.33
4096                   29.34
8192                   33.41
16384                  84.64
32768                  57.15
65536                  90.46
131072                166.35
262144                335.32
524288                824.62
1048576              1626.29
